City/Town,County,State,Region,CountyID,StateID,RegionID
Limestoneship,,Minnesota,Midwest,081,27,2
Marbleship,,Minnesota,Midwest,081,27,2
Marshfieldship,,Minnesota,Midwest,081,27,2
Royalship,,Minnesota,Midwest,081,27,2
Shaokatanship,,Minnesota,Midwest,081,27,2
Tyler,,Minnesota,Midwest,081,27,2
Tyler,,Minnesota,Midwest,081,27,2
Tyler,,Minnesota,Midwest,081,27,2
Verdiship,,Minnesota,Midwest,081,27,2
,Lincoln County,Minnesota,Midwest,081,27,2
Amiretship,,Minnesota,Midwest,083,27,2
Balaton,,Minnesota,Midwest,083,27,2
Balaton,,Minnesota,Midwest,083,27,2
Balaton,,Minnesota,Midwest,083,27,2
Cliftonship,,Minnesota,Midwest,083,27,2
Coon Creekship,,Minnesota,Midwest,083,27,2
Cottonwood,,Minnesota,Midwest,083,27,2
Cottonwood,,Minnesota,Midwest,083,27,2
Cottonwood,,Minnesota,Midwest,083,27,2
Custership,,Minnesota,Midwest,083,27,2
Eidsvoldship,,Minnesota,Midwest,083,27,2
Fairviewship,,Minnesota,Midwest,083,27,2
Florence,,Minnesota,Midwest,083,27,2
Florence,,Minnesota,Midwest,083,27,2
Florence,,Minnesota,Midwest,083,27,2
Garvin,,Minnesota,Midwest,083,27,2
Garvin,,Minnesota,Midwest,083,27,2
Garvin,,Minnesota,Midwest,083,27,2
Ghent,,Minnesota,Midwest,083,27,2
Ghent,,Minnesota,Midwest,083,27,2
Ghent,,Minnesota,Midwest,083,27,2
Grandviewship,,Minnesota,Midwest,083,27,2
Island Lakeship,,Minnesota,Midwest,083,27,2
Lake Marshallship,,Minnesota,Midwest,083,27,2
Lucasship,,Minnesota,Midwest,083,27,2
Lynd,,Minnesota,Midwest,083,27,2
Lynd,,Minnesota,Midwest,083,27,2
Lynd,,Minnesota,Midwest,083,27,2
Lyndship,,Minnesota,Midwest,083,27,2
Lyonsship,,Minnesota,Midwest,083,27,2
Marshall,,Minnesota,Midwest,083,27,2
Marshall,,Minnesota,Midwest,083,27,2
Marshall,,Minnesota,Midwest,083,27,2
Minneota,,Minnesota,Midwest,083,27,2
Minneota,,Minnesota,Midwest,083,27,2
Minneota,,Minnesota,Midwest,083,27,2
Monroeship,,Minnesota,Midwest,083,27,2
Nordlandship,,Minnesota,Midwest,083,27,2
Rock Lakeship,,Minnesota,Midwest,083,27,2
Russell,,Minnesota,Midwest,083,27,2
Russell,,Minnesota,Midwest,083,27,2
Russell,,Minnesota,Midwest,083,27,2
Shelburneship,,Minnesota,Midwest,083,27,2
Sodusship,,Minnesota,Midwest,083,27,2
Stanleyship,,Minnesota,Midwest,083,27,2
Taunton,,Minnesota,Midwest,083,27,2
Taunton,,Minnesota,Midwest,083,27,2
Taunton,,Minnesota,Midwest,083,27,2
Tracy,,Minnesota,Midwest,083,27,2
Tracy,,Minnesota,Midwest,083,27,2
Tracy,,Minnesota,Midwest,083,27,2
Vallersship,,Minnesota,Midwest,083,27,2
Westerheimship,,Minnesota,Midwest,083,27,2
,Lyon County,Minnesota,Midwest,083,27,2
Acomaship,,Minnesota,Midwest,085,27,2
Bergenship,,Minnesota,Midwest,085,27,2
Biscay,,Minnesota,Midwest,085,27,2
Biscay,,Minnesota,Midwest,085,27,2
Biscay,,Minnesota,Midwest,085,27,2
Brownton,,Minnesota,Midwest,085,27,2
Brownton,,Minnesota,Midwest,085,27,2
Brownton,,Minnesota,Midwest,085,27,2
Collinsship,,Minnesota,Midwest,085,27,2
Glencoe,,Minnesota,Midwest,085,27,2
Glencoe,,Minnesota,Midwest,085,27,2
Glencoe,,Minnesota,Midwest,085,27,2
Glencoeship,,Minnesota,Midwest,085,27,2
Haleship,,Minnesota,Midwest,085,27,2
Hassan Valleyship,,Minnesota,Midwest,085,27,2
Helenship,,Minnesota,Midwest,085,27,2
Hutchinson,,Minnesota,Midwest,085,27,2
Hutchinson,,Minnesota,Midwest,085,27,2
Hutchinson,,Minnesota,Midwest,085,27,2
Hutchinsonship,,Minnesota,Midwest,085,27,2
Lester Prairie,,Minnesota,Midwest,085,27,2
Lester Prairie,,Minnesota,Midwest,085,27,2
Lester Prairie,,Minnesota,Midwest,085,27,2
Lynnship,,Minnesota,Midwest,085,27,2
Pennship,,Minnesota,Midwest,085,27,2
Plato,,Minnesota,Midwest,085,27,2
Plato,,Minnesota,Midwest,085,27,2
Plato,,Minnesota,Midwest,085,27,2
Rich Valleyship,,Minnesota,Midwest,085,27,2
Round Groveship,,Minnesota,Midwest,085,27,2
Silver Lake,,Minnesota,Midwest,085,27,2
Silver Lake,,Minnesota,Midwest,085,27,2
Silver Lake,,Minnesota,Midwest,085,27,2
Stewart,,Minnesota,Midwest,085,27,2
Stewart,,Minnesota,Midwest,085,27,2
Stewart,,Minnesota,Midwest,085,27,2
Sumtership,,Minnesota,Midwest,085,27,2
Winsted,,Minnesota,Midwest,085,27,2
Winsted,,Minnesota,Midwest,085,27,2
Winsted,,Minnesota,Midwest,085,27,2
Winstedship,,Minnesota,Midwest,085,27,2
,McLeod County,Minnesota,Midwest,085,27,2
Beaulieuship,,Minnesota,Midwest,087,27,2
Bejou,,Minnesota,Midwest,087,27,2
Bejou,,Minnesota,Midwest,087,27,2
Bejou,,Minnesota,Midwest,087,27,2
Bejouship,,Minnesota,Midwest,087,27,2
Chiefship,,Minnesota,Midwest,087,27,2
Clovership,,Minnesota,Midwest,087,27,2
Gregoryship,,Minnesota,Midwest,087,27,2
Heiership,,Minnesota,Midwest,087,27,2
Island Lakeship,,Minnesota,Midwest,087,27,2
La Gardeship,,Minnesota,Midwest,087,27,2
Lake Groveship,,Minnesota,Midwest,087,27,2
Little Elbowship,,Minnesota,Midwest,087,27,2
Mahnomen,,Minnesota,Midwest,087,27,2
Mahnomen,,Minnesota,Midwest,087,27,2
Mahnomen,,Minnesota,Midwest,087,27,2
Marsh Creekship,,Minnesota,Midwest,087,27,2
Oaklandship,,Minnesota,Midwest,087,27,2
Pembinaship,,Minnesota,Midwest,087,27,2
Popple Groveship,,Minnesota,Midwest,087,27,2
Rosedaleship,,Minnesota,Midwest,087,27,2
Twin Lakesship,,Minnesota,Midwest,087,27,2
Waubun,,Minnesota,Midwest,087,27,2
Waubun,,Minnesota,Midwest,087,27,2
Waubun,,Minnesota,Midwest,087,27,2
,Mahnomen County,Minnesota,Midwest,087,27,2
Agdership,,Minnesota,Midwest,089,27,2
Almaship,,Minnesota,Midwest,089,27,2
Alvarado,,Minnesota,Midwest,089,27,2
Alvarado,,Minnesota,Midwest,089,27,2
Alvarado,,Minnesota,Midwest,089,27,2
Argyle,,Minnesota,Midwest,089,27,2
Argyle,,Minnesota,Midwest,089,27,2
Argyle,,Minnesota,Midwest,089,27,2
Augsburgship,,Minnesota,Midwest,089,27,2
Big Woodsship,,Minnesota,Midwest,089,27,2
Bloomership,,Minnesota,Midwest,089,27,2
Boxvilleship,,Minnesota,Midwest,089,27,2
Cedarship,,Minnesota,Midwest,089,27,2
Comoship,,Minnesota,Midwest,089,27,2
Comstockship,,Minnesota,Midwest,089,27,2
Donnellyship,,Minnesota,Midwest,089,27,2
Eagle Pointship,,Minnesota,Midwest,089,27,2
East Parkship,,Minnesota,Midwest,089,27,2
East Valleyship,,Minnesota,Midwest,089,27,2
Eckvollship,,Minnesota,Midwest,089,27,2
Espelieship,,Minnesota,Midwest,089,27,2
Excelship,,Minnesota,Midwest,089,27,2
Foldahlship,,Minnesota,Midwest,089,27,2
Forkship,,Minnesota,Midwest,089,27,2
Grand Plainship,,Minnesota,Midwest,089,27,2
Grygla,,Minnesota,Midwest,089,27,2
Grygla,,Minnesota,Midwest,089,27,2
Grygla,,Minnesota,Midwest,089,27,2
Holt,,Minnesota,Midwest,089,27,2
Holt,,Minnesota,Midwest,089,27,2
Holt,,Minnesota,Midwest,089,27,2
Holtship,,Minnesota,Midwest,089,27,2
Huntlyship,,Minnesota,Midwest,089,27,2
Lincolnship,,Minnesota,Midwest,089,27,2
Linsellship,,Minnesota,Midwest,089,27,2
Marsh Groveship,,Minnesota,Midwest,089,27,2
McCreaship,,Minnesota,Midwest,089,27,2
Middle River,,Minnesota,Midwest,089,27,2
Middle River,,Minnesota,Midwest,089,27,2
Middle River,,Minnesota,Midwest,089,27,2
Middle Rivership,,Minnesota,Midwest,089,27,2
Moose Rivership,,Minnesota,Midwest,089,27,2
Moylanship,,Minnesota,Midwest,089,27,2
Mud Lake UT,,Minnesota,Midwest,089,27,2
Nelson Parkship,,Minnesota,Midwest,089,27,2
New Foldenship,,Minnesota,Midwest,089,27,2
New Maineship,,Minnesota,Midwest,089,27,2
New Solumship,,Minnesota,Midwest,089,27,2
Newfolden,,Minnesota,Midwest,089,27,2
Newfolden,,Minnesota,Midwest,089,27,2
Newfolden,,Minnesota,Midwest,089,27,2
Oak Parkship,,Minnesota,Midwest,089,27,2
Oslo,,Minnesota,Midwest,089,27,2
Oslo,,Minnesota,Midwest,089,27,2
Oslo,,Minnesota,Midwest,089,27,2
Parkership,,Minnesota,Midwest,089,27,2
Rollisship,,Minnesota,Midwest,089,27,2
Sinnottship,,Minnesota,Midwest,089,27,2
Spruce Valleyship,,Minnesota,Midwest,089,27,2
Stephen,,Minnesota,Midwest,089,27,2
Stephen,,Minnesota,Midwest,089,27,2
Stephen,,Minnesota,Midwest,089,27,2
Strandquist,,Minnesota,Midwest,089,27,2
Strandquist,,Minnesota,Midwest,089,27,2
Strandquist,,Minnesota,Midwest,089,27,2
Tamaracship,,Minnesota,Midwest,089,27,2
Thief Lakeship,,Minnesota,Midwest,089,27,2
Valleyship,,Minnesota,Midwest,089,27,2
Vegaship,,Minnesota,Midwest,089,27,2
Veldtship,,Minnesota,Midwest,089,27,2
Viking,,Minnesota,Midwest,089,27,2
Viking,,Minnesota,Midwest,089,27,2
Viking,,Minnesota,Midwest,089,27,2
Vikingship,,Minnesota,Midwest,089,27,2
Wangership,,Minnesota,Midwest,089,27,2
Warren,,Minnesota,Midwest,089,27,2
Warren,,Minnesota,Midwest,089,27,2
Warren,,Minnesota,Midwest,089,27,2
Warrentonship,,Minnesota,Midwest,089,27,2
West Valleyship,,Minnesota,Midwest,089,27,2
Whitefordship,,Minnesota,Midwest,089,27,2
Wrightship,,Minnesota,Midwest,089,27,2
,Marshall County,Minnesota,Midwest,089,27,2
Cedarship,,Minnesota,Midwest,091,27,2
Center Creekship,,Minnesota,Midwest,091,27,2
Ceylon,,Minnesota,Midwest,091,27,2
Ceylon,,Minnesota,Midwest,091,27,2
Ceylon,,Minnesota,Midwest,091,27,2
Dunnell,,Minnesota,Midwest,091,27,2
Dunnell,,Minnesota,Midwest,091,27,2
Dunnell,,Minnesota,Midwest,091,27,2
East Chainship,,Minnesota,Midwest,091,27,2
Elm Creekship,,Minnesota,Midwest,091,27,2
Fairmont,,Minnesota,Midwest,091,27,2
Fairmont,,Minnesota,Midwest,091,27,2
Fairmont,,Minnesota,Midwest,091,27,2
Fairmontship,,Minnesota,Midwest,091,27,2
Fox Lakeship,,Minnesota,Midwest,091,27,2
Frasership,,Minnesota,Midwest,091,27,2
Galenaship,,Minnesota,Midwest,091,27,2
Granada,,Minnesota,Midwest,091,27,2
Granada,,Minnesota,Midwest,091,27,2
Granada,,Minnesota,Midwest,091,27,2
Jayship,,Minnesota,Midwest,091,27,2
Lake Beltship,,Minnesota,Midwest,091,27,2
Lake Fremontship,,Minnesota,Midwest,091,27,2
Manyaskaship,,Minnesota,Midwest,091,27,2
Nashvilleship,,Minnesota,Midwest,091,27,2
Northrop,,Minnesota,Midwest,091,27,2
Northrop,,Minnesota,Midwest,091,27,2
Northrop,,Minnesota,Midwest,091,27,2
Ormsby,,Minnesota,Midwest,091,27,2
Ormsby (pt.),,Minnesota,Midwest,091,27,2
Ormsby (pt.),,Minnesota,Midwest,091,27,2
Pleasant Prairieship,,Minnesota,Midwest,091,27,2
Rolling Greenship,,Minnesota,Midwest,091,27,2
Rutlandship,,Minnesota,Midwest,091,27,2
Sherburn,,Minnesota,Midwest,091,27,2
Sherburn,,Minnesota,Midwest,091,27,2
Sherburn,,Minnesota,Midwest,091,27,2
Silver Lakeship,,Minnesota,Midwest,091,27,2
Tenhassenship,,Minnesota,Midwest,091,27,2
Trimont,,Minnesota,Midwest,091,27,2
Trimont,,Minnesota,Midwest,091,27,2
Trimont,,Minnesota,Midwest,091,27,2
Truman,,Minnesota,Midwest,091,27,2
Truman,,Minnesota,Midwest,091,27,2
Truman,,Minnesota,Midwest,091,27,2
Waverlyship,,Minnesota,Midwest,091,27,2
Welcome,,Minnesota,Midwest,091,27,2
Welcome,,Minnesota,Midwest,091,27,2
Welcome,,Minnesota,Midwest,091,27,2
Westfordship,,Minnesota,Midwest,091,27,2
,Martin County,Minnesota,Midwest,091,27,2
Actonship,,Minnesota,Midwest,093,27,2
Cedar Mills,,Minnesota,Midwest,093,27,2
Cedar Mills,,Minnesota,Midwest,093,27,2
Cedar Mills,,Minnesota,Midwest,093,27,2
Cedar Millsship,,Minnesota,Midwest,093,27,2
Collinwoodship,,Minnesota,Midwest,093,27,2
Cosmos,,Minnesota,Midwest,093,27,2
Cosmos,,Minnesota,Midwest,093,27,2
Cosmos,,Minnesota,Midwest,093,27,2
Cosmosship,,Minnesota,Midwest,093,27,2
Danielsonship,,Minnesota,Midwest,093,27,2
Darwin,,Minnesota,Midwest,093,27,2
Darwin,,Minnesota,Midwest,093,27,2
Darwin,,Minnesota,Midwest,093,27,2
Darwinship,,Minnesota,Midwest,093,27,2
Dassel,,Minnesota,Midwest,093,27,2
Dassel,,Minnesota,Midwest,093,27,2
Dassel,,Minnesota,Midwest,093,27,2
Dasselship,,Minnesota,Midwest,093,27,2
Eden Valley,,Minnesota,Midwest,093,27,2
Eden Valley (pt.),,Minnesota,Midwest,093,27,2
Eden Valley (pt.),,Minnesota,Midwest,093,27,2
Ellsworthship,,Minnesota,Midwest,093,27,2
Forest Cityship,,Minnesota,Midwest,093,27,2
Forest Prairieship,,Minnesota,Midwest,093,27,2
Greenleafship,,Minnesota,Midwest,093,27,2
Grove City,,Minnesota,Midwest,093,27,2
Grove City,,Minnesota,Midwest,093,27,2
Grove City,,Minnesota,Midwest,093,27,2
Harveyship,,Minnesota,Midwest,093,27,2
Kingston,,Minnesota,Midwest,093,27,2
Kingston,,Minnesota,Midwest,093,27,2
Kingston,,Minnesota,Midwest,093,27,2
Kingstonship,,Minnesota,Midwest,093,27,2
Litchfield,,Minnesota,Midwest,093,27,2
Litchfield,,Minnesota,Midwest,093,27,2
Litchfield,,Minnesota,Midwest,093,27,2
Litchfieldship,,Minnesota,Midwest,093,27,2
Manannahship,,Minnesota,Midwest,093,27,2
Swede Groveship,,Minnesota,Midwest,093,27,2
Union Groveship,,Minnesota,Midwest,093,27,2
Watkins,,Minnesota,Midwest,093,27,2
Watkins,,Minnesota,Midwest,093,27,2
Watkins,,Minnesota,Midwest,093,27,2
,Meeker County,Minnesota,Midwest,093,27,2
Bock,,Minnesota,Midwest,095,27,2
Bock,,Minnesota,Midwest,095,27,2
Bock,,Minnesota,Midwest,095,27,2
Bogus Brookship,,Minnesota,Midwest,095,27,2
Borgholmship,,Minnesota,Midwest,095,27,2
Bradburyship,,Minnesota,Midwest,095,27,2
Daileyship,,Minnesota,Midwest,095,27,2
East Sideship,,Minnesota,Midwest,095,27,2
Foreston,,Minnesota,Midwest,095,27,2
Foreston,,Minnesota,Midwest,095,27,2
Foreston,,Minnesota,Midwest,095,27,2
Greenbushship,,Minnesota,Midwest,095,27,2
Haylandship,,Minnesota,Midwest,095,27,2
Isle,,Minnesota,Midwest,095,27,2
Isle,,Minnesota,Midwest,095,27,2
Isle,,Minnesota,Midwest,095,27,2
Isle Harborship,,Minnesota,Midwest,095,27,2
Kathioship,,Minnesota,Midwest,095,27,2
Lewisship,,Minnesota,Midwest,095,27,2
Milaca,,Minnesota,Midwest,095,27,2
Milaca,,Minnesota,Midwest,095,27,2
Milaca,,Minnesota,Midwest,095,27,2
Milacaship,,Minnesota,Midwest,095,27,2
Miloship,,Minnesota,Midwest,095,27,2
Mudgettship,,Minnesota,Midwest,095,27,2
Onamia,,Minnesota,Midwest,095,27,2
Onamia,,Minnesota,Midwest,095,27,2
Onamia,,Minnesota,Midwest,095,27,2
Onamiaship,,Minnesota,Midwest,095,27,2
Pageship,,Minnesota,Midwest,095,27,2
Pease,,Minnesota,Midwest,095,27,2
Pease,,Minnesota,Midwest,095,27,2
Pease,,Minnesota,Midwest,095,27,2
Princeton,,Minnesota,Midwest,095,27,2
Princeton (pt.),,Minnesota,Midwest,095,27,2
Princeton (pt.),,Minnesota,Midwest,095,27,2
Princetonship,,Minnesota,Midwest,095,27,2
South Harborship,,Minnesota,Midwest,095,27,2
Wahkon,,Minnesota,Midwest,095,27,2
Wahkon,,Minnesota,Midwest,095,27,2
Wahkon,,Minnesota,Midwest,095,27,2
,Mille Lacs County,Minnesota,Midwest,095,27,2
Agramship,,Minnesota,Midwest,097,27,2
Belle Prairieship,,Minnesota,Midwest,097,27,2
Bellevueship,,Minnesota,Midwest,097,27,2
Bowlus,,Minnesota,Midwest,097,27,2
Bowlus,,Minnesota,Midwest,097,27,2
Bowlus,,Minnesota,Midwest,097,27,2
Buckman,,Minnesota,Midwest,097,27,2
Buckman,,Minnesota,Midwest,097,27,2
Buckman,,Minnesota,Midwest,097,27,2
Buckmanship,,Minnesota,Midwest,097,27,2
Buhship,,Minnesota,Midwest,097,27,2
Culdrumship,,Minnesota,Midwest,097,27,2
Cushingship,,Minnesota,Midwest,097,27,2
Darlingship,,Minnesota,Midwest,097,27,2
Elmdale,,Minnesota,Midwest,097,27,2
Elmdale,,Minnesota,Midwest,097,27,2
Elmdale,,Minnesota,Midwest,097,27,2
Elmdaleship,,Minnesota,Midwest,097,27,2
Flensburg,,Minnesota,Midwest,097,27,2
Flensburg,,Minnesota,Midwest,097,27,2
Flensburg,,Minnesota,Midwest,097,27,2
Genola,,Minnesota,Midwest,097,27,2
Genola,,Minnesota,Midwest,097,27,2
Genola,,Minnesota,Midwest,097,27,2
Graniteship,,Minnesota,Midwest,097,27,2
Green Prairieship,,Minnesota,Midwest,097,27,2
Harding,,Minnesota,Midwest,097,27,2
Harding,,Minnesota,Midwest,097,27,2
Harding,,Minnesota,Midwest,097,27,2
Hillman,,Minnesota,Midwest,097,27,2
Hillman,,Minnesota,Midwest,097,27,2
Hillman,,Minnesota,Midwest,097,27,2
Hillmanship,,Minnesota,Midwest,097,27,2
Lakinship,,Minnesota,Midwest,097,27,2
Lastrup,,Minnesota,Midwest,097,27,2
Lastrup,,Minnesota,Midwest,097,27,2
Lastrup,,Minnesota,Midwest,097,27,2
Leighship,,Minnesota,Midwest,097,27,2
Little Falls,,Minnesota,Midwest,097,27,2
Little Falls,,Minnesota,Midwest,097,27,2
Little Falls,,Minnesota,Midwest,097,27,2
Little Fallsship,,Minnesota,Midwest,097,27,2
Morrillship,,Minnesota,Midwest,097,27,2
Motley,,Minnesota,Midwest,097,27,2
Motley (pt.),,Minnesota,Midwest,097,27,2
Motley (pt.),,Minnesota,Midwest,097,27,2
Motleyship,,Minnesota,Midwest,097,27,2
Mount Morrisship,,Minnesota,Midwest,097,27,2
Parkership,,Minnesota,Midwest,097,27,2
Pierz,,Minnesota,Midwest,097,27,2
Pierz,,Minnesota,Midwest,097,27,2
Pierz,,Minnesota,Midwest,097,27,2
Pierzship,,Minnesota,Midwest,097,27,2
Pike Creekship,,Minnesota,Midwest,097,27,2
Platteship,,Minnesota,Midwest,097,27,2
Pulaskiship,,Minnesota,Midwest,097,27,2
Randall,,Minnesota,Midwest,097,27,2
Randall,,Minnesota,Midwest,097,27,2
Randall,,Minnesota,Midwest,097,27,2
Richardsonship,,Minnesota,Midwest,097,27,2
Ripleyship,,Minnesota,Midwest,097,27,2
Rosingship,,Minnesota,Midwest,097,27,2
Royalton,,Minnesota,Midwest,097,27,2
Royalton (pt.),,Minnesota,Midwest,097,27,2
Royalton (pt.),,Minnesota,Midwest,097,27,2
Scandia Valleyship,,Minnesota,Midwest,097,27,2
Sobieski,,Minnesota,Midwest,097,27,2
Sobieski,,Minnesota,Midwest,097,27,2
Sobieski,,Minnesota,Midwest,097,27,2
Swan Rivership,,Minnesota,Midwest,097,27,2
Swanville,,Minnesota,Midwest,097,27,2
Swanville (pt.),,Minnesota,Midwest,097,27,2
Swanville (pt.),,Minnesota,Midwest,097,27,2
Swanvilleship,,Minnesota,Midwest,097,27,2
Two Riversship,,Minnesota,Midwest,097,27,2
Upsala,,Minnesota,Midwest,097,27,2
Upsala,,Minnesota,Midwest,097,27,2
Upsala,,Minnesota,Midwest,097,27,2
,Morrison County,Minnesota,Midwest,097,27,2
Adams,,Minnesota,Midwest,099,27,2
Adams,,Minnesota,Midwest,099,27,2
Adams,,Minnesota,Midwest,099,27,2
Adamsship,,Minnesota,Midwest,099,27,2
Austin,,Minnesota,Midwest,099,27,2
Austin,,Minnesota,Midwest,099,27,2
Austin,,Minnesota,Midwest,099,27,2
Austinship,,Minnesota,Midwest,099,27,2
Benningtonship,,Minnesota,Midwest,099,27,2
Brownsdale,,Minnesota,Midwest,099,27,2
Brownsdale,,Minnesota,Midwest,099,27,2
Brownsdale,,Minnesota,Midwest,099,27,2
Claytonship,,Minnesota,Midwest,099,27,2
Dexter,,Minnesota,Midwest,099,27,2
Dexter,,Minnesota,Midwest,099,27,2
Dexter,,Minnesota,Midwest,099,27,2
Dextership,,Minnesota,Midwest,099,27,2
Elkton,,Minnesota,Midwest,099,27,2
Elkton,,Minnesota,Midwest,099,27,2
Elkton,,Minnesota,Midwest,099,27,2
Frankfordship,,Minnesota,Midwest,099,27,2
Grand Meadow,,Minnesota,Midwest,099,27,2
Grand Meadow,,Minnesota,Midwest,099,27,2
Grand Meadow,,Minnesota,Midwest,099,27,2
Grand Meadowship,,Minnesota,Midwest,099,27,2
Lansingship,,Minnesota,Midwest,099,27,2
Le Roy,,Minnesota,Midwest,099,27,2
Le Roy,,Minnesota,Midwest,099,27,2
Le Roy,,Minnesota,Midwest,099,27,2
Le Royship,,Minnesota,Midwest,099,27,2
Lodiship,,Minnesota,Midwest,099,27,2
Lyle,,Minnesota,Midwest,099,27,2
Lyle,,Minnesota,Midwest,099,27,2
Lyle,,Minnesota,Midwest,099,27,2
Lyleship,,Minnesota,Midwest,099,27,2
Mapleview,,Minnesota,Midwest,099,27,2
Mapleview,,Minnesota,Midwest,099,27,2
Mapleview,,Minnesota,Midwest,099,27,2
Marshallship,,Minnesota,Midwest,099,27,2
Nevadaship,,Minnesota,Midwest,099,27,2
Pleasant Valleyship,,Minnesota,Midwest,099,27,2
Racine,,Minnesota,Midwest,099,27,2
Racine,,Minnesota,Midwest,099,27,2
Racine,,Minnesota,Midwest,099,27,2
Racineship,,Minnesota,Midwest,099,27,2
Red Rockship,,Minnesota,Midwest,099,27,2
Rose Creek,,Minnesota,Midwest,099,27,2
Rose Creek,,Minnesota,Midwest,099,27,2
Rose Creek,,Minnesota,Midwest,099,27,2
Sargeant,,Minnesota,Midwest,099,27,2
Sargeant,,Minnesota,Midwest,099,27,2
Sargeant,,Minnesota,Midwest,099,27,2
Sargeantship,,Minnesota,Midwest,099,27,2
Taopi,,Minnesota,Midwest,099,27,2
Taopi,,Minnesota,Midwest,099,27,2
Taopi,,Minnesota,Midwest,099,27,2
Udolphoship,,Minnesota,Midwest,099,27,2
Waltham,,Minnesota,Midwest,099,27,2
Waltham,,Minnesota,Midwest,099,27,2
Waltham,,Minnesota,Midwest,099,27,2
Walthamship,,Minnesota,Midwest,099,27,2
Windomship,,Minnesota,Midwest,099,27,2
,Mower County,Minnesota,Midwest,099,27,2
Avoca,,Minnesota,Midwest,101,27,2
Avoca,,Minnesota,Midwest,101,27,2
Avoca,,Minnesota,Midwest,101,27,2
Belfastship,,Minnesota,Midwest,101,27,2
Bondinship,,Minnesota,Midwest,101,27,2
Cameronship,,Minnesota,Midwest,101,27,2
Chanarambieship,,Minnesota,Midwest,101,27,2
Chandler,,Minnesota,Midwest,101,27,2
Chandler,,Minnesota,Midwest,101,27,2
Chandler,,Minnesota,Midwest,101,27,2
Currie,,Minnesota,Midwest,101,27,2
Currie,,Minnesota,Midwest,101,27,2
Currie,,Minnesota,Midwest,101,27,2
Des Moines Rivership,,Minnesota,Midwest,101,27,2
Dovray,,Minnesota,Midwest,101,27,2
Dovray,,Minnesota,Midwest,101,27,2
Dovray,,Minnesota,Midwest,101,27,2
Dovrayship,,Minnesota,Midwest,101,27,2
Ellsboroughship,,Minnesota,Midwest,101,27,2
Fentonship,,Minnesota,Midwest,101,27,2
Fulda,,Minnesota,Midwest,101,27,2
Fulda,,Minnesota,Midwest,101,27,2
Fulda,,Minnesota,Midwest,101,27,2
Hadley,,Minnesota,Midwest,101,27,2
Hadley,,Minnesota,Midwest,101,27,2
Hadley,,Minnesota,Midwest,101,27,2
Hollyship,,Minnesota,Midwest,101,27,2
Iona,,Minnesota,Midwest,101,27,2
Iona,,Minnesota,Midwest,101,27,2
Iona,,Minnesota,Midwest,101,27,2
Ionaship,,Minnesota,Midwest,101,27,2
Lake Sarahship,,Minnesota,Midwest,101,27,2
Lake Wilson,,Minnesota,Midwest,101,27,2
Lake Wilson,,Minnesota,Midwest,101,27,2
Lake Wilson,,Minnesota,Midwest,101,27,2
Leedsship,,Minnesota,Midwest,101,27,2
Lime Lakeship,,Minnesota,Midwest,101,27,2
Lowvilleship,,Minnesota,Midwest,101,27,2
Masonship,,Minnesota,Midwest,101,27,2
Moultonship,,Minnesota,Midwest,101,27,2
Murrayship,,Minnesota,Midwest,101,27,2
Shetekship,,Minnesota,Midwest,101,27,2
Skandiaship,,Minnesota,Midwest,101,27,2
Slayton,,Minnesota,Midwest,101,27,2
Slayton,,Minnesota,Midwest,101,27,2
Slayton,,Minnesota,Midwest,101,27,2
Slaytonship,,Minnesota,Midwest,101,27,2
,Murray County,Minnesota,Midwest,101,27,2
Belgradeship,,Minnesota,Midwest,103,27,2
Bernadotteship,,Minnesota,Midwest,103,27,2
Brightonship,,Minnesota,Midwest,103,27,2
Courtland,,Minnesota,Midwest,103,27,2
Courtland,,Minnesota,Midwest,103,27,2
Courtland,,Minnesota,Midwest,103,27,2
Courtlandship,,Minnesota,Midwest,103,27,2
Granbyship,,Minnesota,Midwest,103,27,2
Lafayette,,Minnesota,Midwest,103,27,2
Lafayette,,Minnesota,Midwest,103,27,2
Lafayette,,Minnesota,Midwest,103,27,2
Lafayetteship,,Minnesota,Midwest,103,27,2
Lake Prairieship,,Minnesota,Midwest,103,27,2
Mankato,,Minnesota,Midwest,103,27,2
Mankato (pt.),,Minnesota,Midwest,103,27,2
Mankato (pt.),,Minnesota,Midwest,103,27,2
New Swedenship,,Minnesota,Midwest,103,27,2
Nicollet,,Minnesota,Midwest,103,27,2
Nicollet,,Minnesota,Midwest,103,27,2
Nicollet,,Minnesota,Midwest,103,27,2
Nicolletship,,Minnesota,Midwest,103,27,2
North Mankato,,Minnesota,Midwest,103,27,2
North Mankato,,Minnesota,Midwest,103,27,2
North Mankato,,Minnesota,Midwest,103,27,2
Oshawaship,,Minnesota,Midwest,103,27,2
Ridgelyship,,Minnesota,Midwest,103,27,2
St. Peter,,Minnesota,Midwest,103,27,2
St. Peter,,Minnesota,Midwest,103,27,2
St. Peter,,Minnesota,Midwest,103,27,2
Traverseship,,Minnesota,Midwest,103,27,2
West Newtonship,,Minnesota,Midwest,103,27,2
,Nicollet County,Minnesota,Midwest,103,27,2
Adrian,,Minnesota,Midwest,105,27,2
Adrian,,Minnesota,Midwest,105,27,2
Adrian,,Minnesota,Midwest,105,27,2
Bigelow,,Minnesota,Midwest,105,27,2
Bigelow,,Minnesota,Midwest,105,27,2
